"HHID","prcid","pltid","a3aq40a","a3aq40b","a3aq40c","line","PID","female","cropID","a4aq8","a5aq8","yield","lnvalue","lnarea","year"
1083002304,21,1,1,NA,NA,1,108300230401,1,130,0.25,0,0,0,0.22314355131421,2010
1083002307,1,1,4,7,NA,4,108300230704,1,741,0.25,0,0,0,0.22314355131421,2010
1083002307,1,1,4,7,NA,4,108300230704,1,810,0.25,20000,80000,9.90353755128617,0.22314355131421,2010
1083002307,2,1,1,NA,NA,1,108300230701,0,620,0.25,0,0,0,0.22314355131421,2010
1083002309,21,1,1,3,NA,1,108300230901,1,210,0.100000001490116,0,0,0,0.0953101811589757,2010
1083002309,21,1,1,3,NA,1,108300230901,1,620,0.100000001490116,0,0,0,0.0953101811589757,2010
1083002309,21,1,1,3,NA,1,108300230901,1,130,0.100000001490116,0,0,0,0.0953101811589757,2010
1083002309,21,2,1,NA,NA,1,108300230901,1,130,0.100000001490116,0,0,0,0.0953101811589757,2010
1083002309,21,2,1,NA,NA,1,108300230901,1,310,0.100000001490116,0,0,0,0.0953101811589757,2010
1083002704,1,1,1,2,NA,1,108300270401,0,810,0.25,20000,80000,9.90353755128617,0.22314355131421,2010
1083002704,1,1,1,2,NA,1,108300270401,0,210,0.25,0,0,0,0.22314355131421,2010
1083002704,1,1,1,2,NA,1,108300270401,0,744,0.25,0,0,0,0.22314355131421,2010
1083002704,1,1,1,2,NA,1,108300270401,0,742,0.25,6000,24000,8.69968140098951,0.22314355131421,2010
1083002704,1,1,1,2,NA,1,108300270401,0,741,0.25,0,0,0,0.22314355131421,2010
1083002704,21,1,1,2,NA,1,108300270401,0,620,0.5,0,0,0,0.405465108108164,2010
1083002707,21,1,1,NA,NA,1,108300270701,1,210,0.25,0,0,0,0.22314355131421,2010
1083002707,21,1,1,NA,NA,1,108300270701,1,310,0.25,0,0,0,0.22314355131421,2010
1083002707,21,1,1,NA,NA,1,108300270701,1,130,0.25,0,0,0,0.22314355131421,2010
1083002708,1,4,2,NA,NA,2,108300270802,1,450,0.300000011920929,36000,119999.995231629,10.4913019948302,0.262364273637436,2010
1083002708,1,2,2,3,5,2,108300270802,1,310,0.25,0,0,0,0.22314355131421,2010
1083002708,1,2,2,3,5,2,108300270802,1,210,0.25,0,0,0,0.22314355131421,2010
1083002708,1,2,2,3,5,2,108300270802,1,130,0.25,0,0,0,0.22314355131421,2010
1083002708,1,5,2,3,6,2,108300270802,1,630,0.119999997317791,0,0,0,0.113328682912174,2010
1083002708,1,1,2,3,6,2,108300270802,1,741,1,468000,468000,13.0562257116496,0.693147180559945,2010
1083002708,1,1,2,3,6,2,108300270802,1,810,1,24000,24000,10.0858507751287,0.693147180559945,2010
1083002708,1,3,2,3,6,2,108300270802,1,640,0.0900000035762787,15000,166666.660043929,9.61587214452889,0.0861776995220419,2010
1083002709,1,1,1,6,NA,1,108300270901,0,741,0.899999976158142,0,0,0,0.641853873624048,2010
1083002709,1,1,1,6,NA,1,108300270901,0,130,0.899999976158142,0,0,0,0.641853873624048,2010
1083002709,1,1,1,6,NA,1,108300270901,0,810,0.899999976158142,40000,44444.4456218202,10.5966597327836,0.641853873624048,2010
1083002709,1,1,1,6,NA,1,108300270901,0,310,0.899999976158142,0,0,0,0.641853873624048,2010
1083002709,1,1,1,6,NA,1,108300270901,0,210,0.899999976158142,0,0,0,0.641853873624048,2010
1083002710,1,2,1,2,7,1,108300271001,1,630,0.5,0,0,0,0.405465108108164,2010
1083002710,1,4,1,2,7,1,108300271001,1,130,0.25,0,0,0,0.22314355131421,2010
1083002710,1,1,1,2,6,1,108300271001,1,741,1,0,0,0,0.693147180559945,2010
1083002710,1,3,1,2,6,1,108300271001,1,620,0.25,0,0,0,0.22314355131421,2010
1083003002,1,1,1,2,4,1,108300300201,0,741,0.5,0,0,0,0.405465108108164,2010
1083003002,1,1,1,2,4,1,108300300201,0,810,0.5,260000,520000,12.4684407561441,0.405465108108164,2010
1083003002,2,1,1,2,4,1,108300300201,0,630,0.899999976158142,0,0,0,0.641853873624048,2010
1083003002,2,1,1,2,4,1,108300300201,0,210,0.899999976158142,0,0,0,0.641853873624048,2010
1083003002,2,1,1,2,4,1,108300300201,0,130,0.899999976158142,0,0,0,0.641853873624048,2010
1083003006,1,1,1,2,3,1,108300300601,0,741,6,2120000,353333.333333333,14.5669271183462,1.94591014905531,2010
1083003006,1,1,1,2,3,1,108300300601,0,820,6,2800000,466666.666666667,14.8451303322882,1.94591014905531,2010
1083003006,1,3,1,2,3,1,108300300601,0,620,0.75,0,0,0,0.559615787935423,2010
1083003006,1,2,1,2,3,1,108300300601,0,130,0.5,140000,280000,11.8494048444231,0.405465108108164,2010
1083003006,2,1,1,2,3,1,108300300601,0,820,2,1000000,500000,13.8155115579638,1.09861228866811,2010
1083003006,2,2,1,2,3,1,108300300601,0,630,0.5,0,0,0,0.405465108108164,2010
1083003006,1,4,1,2,3,1,108300300601,0,210,0.5,0,0,0,0.405465108108164,2010
1083003007,1,1,2,NA,NA,2,108300300702,1,741,0.25,0,0,0,0.22314355131421,2010
1083003007,2,1,2,3,5,2,108300300702,1,620,0.25,0,0,0,0.22314355131421,2010
1083003007,2,1,2,3,5,2,108300300702,1,630,0.25,0,0,0,0.22314355131421,2010
1083003007,2,2,1,2,NA,1,108300300701,0,210,0.25,0,0,0,0.22314355131421,2010
1083003007,2,2,1,2,NA,1,108300300701,0,130,0.25,0,0,0,0.22314355131421,2010
1083003008,1,1,1,NA,NA,1,108300300801,0,810,1,12000,12000,9.39274525863144,0.693147180559945,2010
1083003008,1,1,1,NA,NA,1,108300300801,0,130,1,90000,90000,11.4075760603618,0.693147180559945,2010
1083003008,1,1,1,NA,NA,1,108300300801,0,210,1,110000,110000,11.6082447356423,0.693147180559945,2010
1083003008,1,1,1,NA,NA,1,108300300801,0,741,1,0,0,0,0.693147180559945,2010
1083003008,1,1,1,NA,NA,1,108300300801,0,640,1,0,0,0,0.693147180559945,2010
1083003008,1,1,1,NA,NA,1,108300300801,0,630,1,70000,70000,11.1562648066437,0.693147180559945,2010
1083003008,1,1,1,NA,NA,1,108300300801,0,760,1,0,0,0,0.693147180559945,2010
1083003009,1,4,2,NA,NA,2,108300300902,1,620,0.100000001490116,15000,149999.997764826,9.61587214452889,0.0953101811589757,2010
1083003009,21,2,2,8,1,2,108300300902,1,630,0.25,25000,100000,10.1266711030504,0.22314355131421,2010
1083003009,21,1,2,8,1,2,108300300902,1,620,0.25,20000,80000,9.90353755128617,0.22314355131421,2010
1083003009,1,1,1,2,8,1,108300300901,0,741,0.5,35000,70000,10.463131911492,0.405465108108164,2010
1083003009,1,1,1,2,8,1,108300300901,0,630,0.5,30000,60000,10.3089859934221,0.405465108108164,2010
1083003009,1,1,1,2,8,1,108300300901,0,810,0.5,420000,840000,12.9480123712091,0.405465108108164,2010
1083003009,1,3,1,2,NA,1,108300300901,0,310,0.100000001490116,20000,199999.997019768,9.90353755128617,0.0953101811589757,2010
1083003009,1,3,1,2,NA,1,108300300901,0,130,0.100000001490116,0,0,0,0.0953101811589757,2010
1083003009,1,2,1,2,8,1,108300300901,0,210,0.100000001490116,67500,674999.989941717,11.1198976915657,0.0953101811589757,2010
1083003009,1,2,1,2,8,1,108300300901,0,130,0.100000001490116,50000,499999.99254942,10.8197982842103,0.0953101811589757,2010
1083003010,2,2,2,6,7,2,108300301002,1,130,0.5,0,0,0,0.405465108108164,2010
1083003010,1,1,2,NA,NA,2,108300301002,1,820,1,10000,10000,9.21044036697652,0.693147180559945,2010
1083003010,1,1,2,NA,NA,2,108300301002,1,810,1,80000,80000,11.2897944135779,0.693147180559945,2010
1083003010,1,1,2,NA,NA,2,108300301002,1,741,1,0,0,0,0.693147180559945,2010
1083003010,1,1,2,NA,NA,2,108300301002,1,870,1,0,0,0,0.693147180559945,2010
1083003010,2,1,2,5,6,2,108300301002,1,810,0.5,8000,16000,8.98732181285012,0.405465108108164,2010
1083003010,2,1,2,5,6,2,108300301002,1,741,0.5,0,0,0,0.405465108108164,2010
1083003302,1,1,1,2,NA,1,108300330201,0,130,0.5,0,0,0,0.405465108108164,2010
1083003302,1,1,1,2,NA,1,108300330201,0,810,0.5,0,0,0,0.405465108108164,2010
1083003302,1,1,1,2,NA,1,108300330201,0,741,0.5,0,0,0,0.405465108108164,2010
1083003302,21,1,1,2,NA,1,108300330201,0,210,0.400000005960464,0,0,0,0.336472240878687,2010
1083003302,21,1,1,2,NA,1,108300330201,0,130,0.400000005960464,0,0,0,0.336472240878687,2010
1083003303,21,1,1,3,4,1,108300330301,1,630,0.75,0,0,0,0.559615787935423,2010
1083003303,21,1,1,3,4,1,108300330301,1,130,0.75,0,0,0,0.559615787935423,2010
1083003303,21,4,1,5,8,1,108300330301,1,210,0.5,0,0,0,0.405465108108164,2010
1083003303,1,2,1,8,5,1,108300330301,1,130,0.75,0,0,0,0.559615787935423,2010
1083003303,1,1,1,8,5,1,108300330301,1,741,1.25,0,0,0,0.810930216216329,2010
1083003303,1,1,1,8,5,1,108300330301,1,810,1.25,0,0,0,0.810930216216329,2010
1083003303,1,1,1,8,5,1,108300330301,1,742,1.25,0,0,0,0.810930216216329,2010
1083003303,21,3,1,5,8,1,108300330301,1,620,0.25,0,0,0,0.22314355131421,2010
1083003303,21,2,1,5,8,1,108300330301,1,310,0.5,0,0,0,0.405465108108164,2010
1083003306,1,3,2,NA,NA,2,108300330602,1,130,0.200000002980232,20000,99999.998509884,9.90353755128617,0.182321559277481,2010
1083003306,21,1,2,NA,NA,2,108300330602,1,210,0.5,0,0,0,0.405465108108164,2010
1083003306,21,1,2,NA,NA,2,108300330602,1,630,0.5,0,0,0,0.405465108108164,2010
1083003306,1,2,2,NA,NA,2,108300330602,1,630,0.300000011920929,0,0,0,0.262364273637436,2010
1083003306,1,4,2,NA,NA,2,108300330602,1,810,0.100000001490116,0,0,0,0.0953101811589757,2010
1083003306,1,4,2,NA,NA,2,108300330602,1,741,0.100000001490116,0,0,0,0.0953101811589757,2010
1083003306,1,1,2,NA,NA,2,108300330602,1,620,0.400000005960464,0,0,0,0.336472240878687,2010
1083003307,1,1,1,NA,NA,1,108300330701,0,630,0.129999995231628,0,0,0,0.122217628504451,2010
1083003307,1,1,1,NA,NA,1,108300330701,0,741,0.129999995231628,0,0,0,0.122217628504451,2010
1083003307,2,1,1,NA,NA,1,108300330701,0,130,0.25,30000,120000,10.3089859934221,0.22314355131421,2010
1083003308,1,1,1,10,12,1,108300330801,0,741,0.25,0,0,0,0.22314355131421,2010
1083003308,1,1,1,10,12,1,108300330801,0,530,0.25,0,0,0,0.22314355131421,2010
1083003309,1,5,3,4,5,3,108300330903,0,210,2,0,0,0,1.09861228866811,2010
1083003309,1,3,3,4,NA,3,108300330903,0,630,2,120000,60000,11.6952553550628,1.09861228866811,2010
1083003309,1,2,3,4,NA,3,108300330903,0,810,2.5,0,0,0,1.25276296849537,2010
1083003309,1,6,3,4,5,3,108300330903,0,710,4,0,0,0,1.6094379124341,2010
1083003309,1,4,3,4,5,3,108300330903,0,620,2,50000,25000,10.8197982842103,1.09861228866811,2010
1083003309,1,1,3,4,5,3,108300330903,0,741,2.5,75000,30000,11.2252567257629,1.25276296849537,2010
1083003310,1,1,1,2,3,1,108300331001,0,810,0.5,0,0,0,0.405465108108164,2010
1083003310,1,1,1,2,3,1,108300331001,0,741,0.5,0,0,0,0.405465108108164,2010
1083003310,1,1,1,2,3,1,108300331001,0,130,0.5,24000,48000,10.0858507751287,0.405465108108164,2010
1083003310,1,1,1,2,3,1,108300331001,0,310,0.5,0,0,0,0.405465108108164,2010
1083003310,2,1,1,2,3,1,108300331001,0,210,10,0,0,0,2.39789527279837,2010
1083003310,2,1,1,2,3,1,108300331001,0,741,10,0,0,0,2.39789527279837,2010
1083003310,2,1,1,2,3,1,108300331001,0,630,10,0,0,0,2.39789527279837,2010
1083003310,2,1,1,2,3,1,108300331001,0,620,10,0,0,0,2.39789527279837,2010
1083003312,1,1,2,3,4,2,108300331202,0,620,0.5,0,0,0,0.405465108108164,2010
1083003312,1,1,2,3,4,2,108300331202,0,741,0.5,0,0,0,0.405465108108164,2010
1083003312,1,1,2,3,4,2,108300331202,0,630,0.5,0,0,0,0.405465108108164,2010
1093000401,21,2,1,2,4,1,109300040101,0,141,0.100000001490116,0,0,0,0.0953101811589757,2010
1093000401,21,3,1,2,4,1,109300040101,0,310,0.0500000007450581,0,0,0,0.0487901648790111,2010
1093000401,21,1,1,2,6,1,109300040101,0,630,0.100000001490116,0,0,0,0.0953101811589757,2010
1093000402,21,1,1,NA,NA,1,109300040201,0,630,0.25,0,0,0,0.22314355131421,2010
1093000402,21,1,1,NA,NA,1,109300040201,0,130,0.25,0,0,0,0.22314355131421,2010
1093000404,21,1,2,1,NA,2,109300040402,1,630,1,0,0,0,0.693147180559945,2010
1093000406,1,1,1,3,4,1,109300040601,0,620,0.5,0,0,0,0.405465108108164,2010
1093000406,1,2,1,3,4,1,109300040601,0,130,1,0,0,0,0.693147180559945,2010
1093000406,1,2,1,3,4,1,109300040601,0,630,1,0,0,0,0.693147180559945,2010
1093000407,1,2,1,2,3,1,109300040701,0,620,1,0,0,0,0.693147180559945,2010
1093000407,1,3,1,2,3,1,109300040701,0,310,0.5,0,0,0,0.405465108108164,2010
1093000407,1,1,1,2,3,1,109300040701,0,130,1.5,0,0,0,0.916290731874155,2010
1093000407,1,1,1,2,3,1,109300040701,0,630,1.5,0,0,0,0.916290731874155,2010
1093000408,21,3,1,2,3,1,109300040801,0,210,0.5,0,0,0,0.405465108108164,2010
1093000408,21,3,1,2,3,1,109300040801,0,130,0.5,40000,80000,10.5966597327836,0.405465108108164,2010
1093000408,21,2,1,2,3,1,109300040801,0,620,0.5,0,0,0,0.405465108108164,2010
1093000408,21,1,1,2,5,1,109300040801,0,630,3,0,0,0,1.38629436111989,2010
1093000409,1,3,1,2,3,1,109300040901,0,620,1,0,0,0,0.693147180559945,2010
1093000409,1,2,1,2,3,1,109300040901,0,130,1,0,0,0,0.693147180559945,2010
1093000409,1,1,1,2,3,1,109300040901,0,760,2,30000,15000,10.3089859934221,1.09861228866811,2010
1093000409,1,1,1,2,3,1,109300040901,0,630,2,0,0,0,1.09861228866811,2010
1093000409,1,1,1,2,3,1,109300040901,0,210,2,0,0,0,1.09861228866811,2010
109300040903,1,4,1,2,3,1,10930004090301,1,130,0.25,0,0,0,0.22314355131421,2010
109300040903,21,1,1,2,6,1,10930004090301,1,630,0.25,0,0,0,0.22314355131421,2010
109300040903,1,2,1,2,6,1,10930004090301,1,630,0.5,0,0,0,0.405465108108164,2010
109300040903,1,1,1,2,3,1,10930004090301,1,141,0.5,52000,104000,10.8590182281479,0.405465108108164,2010
109300040903,1,3,1,2,6,1,10930004090301,1,620,0.25,0,0,0,0.22314355131421,2010
1093000410,1,1,2,10,13,2,109300041002,1,630,3,0,0,0,1.38629436111989,2010
1093000410,2,1,2,10,13,2,109300041002,1,630,3,0,0,0,1.38629436111989,2010
1093000410,1,4,2,10,13,2,109300041002,1,130,1,0,0,0,0.693147180559945,2010
1093000410,1,5,2,10,13,2,109300041002,1,710,0.5,0,0,0,0.405465108108164,2010
1093000410,1,5,2,10,13,2,109300041002,1,744,0.5,0,0,0,0.405465108108164,2010
1093000410,1,3,2,10,13,2,109300041002,1,141,1,0,0,0,0.693147180559945,2010
1093000410,2,2,2,10,13,2,109300041002,1,620,1,0,0,0,0.693147180559945,2010
1093000410,1,2,2,10,13,2,109300041002,1,620,2,0,0,0,1.09861228866811,2010
1101000103,21,1,2,NA,NA,2,110100010302,1,630,0.25,0,0,0,0.22314355131421,2010
1101000103,21,1,2,NA,NA,2,110100010302,1,620,0.25,10000,40000,9.21044036697652,0.22314355131421,2010
1101000103,1,1,2,NA,NA,2,110100010302,1,210,0.5,0,0,0,0.405465108108164,2010
1103000501,1,1,1,NA,NA,1,110300050101,0,630,1,0,0,0,0.693147180559945,2010
1103000501,21,1,1,NA,NA,1,110300050101,0,630,0.75,0,0,0,0.559615787935423,2010
1103000502,2,2,2,1,NA,2,110300050202,1,630,0.5,0,0,0,0.405465108108164,2010
1103000502,2,2,2,1,NA,2,110300050202,1,810,0.5,80000,160000,11.2897944135779,0.405465108108164,2010
1103000502,2,1,2,1,NA,2,110300050202,1,310,0.25,30000,120000,10.3089859934221,0.22314355131421,2010
1103000502,1,1,2,1,NA,2,110300050202,1,210,0.5,40000,80000,10.5966597327836,0.405465108108164,2010
1103000502,1,1,2,1,NA,2,110300050202,1,741,0.5,0,0,0,0.405465108108164,2010
1103000503,1,4,1,3,4,1,110300050301,0,210,0.5,20000,40000,9.90353755128617,0.405465108108164,2010
1103000503,1,4,1,3,4,1,110300050301,0,310,0.5,22000,44000,9.99884318585288,0.405465108108164,2010
1103000503,1,4,1,3,4,1,110300050301,0,130,0.5,0,0,0,0.405465108108164,2010
1103000503,1,3,1,3,4,1,110300050301,0,630,0.5,15000,30000,9.61587214452889,0.405465108108164,2010
1103000503,1,3,1,3,4,1,110300050301,0,620,0.5,16000,32000,9.68040649926887,0.405465108108164,2010
1103000503,1,2,1,3,4,1,110300050301,0,810,0.5,0,0,0,0.405465108108164,2010
1103000503,1,2,1,3,4,1,110300050301,0,720,0.5,45000,90000,10.7144399907278,0.405465108108164,2010
1103000503,1,2,1,3,4,1,110300050301,0,741,0.5,0,0,0,0.405465108108164,2010
1103000503,1,6,1,NA,NA,1,110300050301,0,960,2,0,0,0,1.09861228866811,2010
1103000503,1,1,1,3,4,1,110300050301,0,810,3.5,380000,108571.428571429,12.8479291632781,1.50407739677627,2010
1103000503,1,1,1,3,4,1,110300050301,0,742,3.5,0,0,0,1.50407739677627,2010
1103000503,1,5,1,3,4,1,110300050301,0,640,0.25,25000,100000,10.1266711030504,0.22314355131421,2010
1103000504,1,1,1,2,3,1,110300050401,0,810,0.400000005960464,12000,29999.9995529652,9.39274525863144,0.336472240878687,2010
1103000504,1,1,1,2,3,1,110300050401,0,741,0.400000005960464,0,0,0,0.336472240878687,2010
1103000504,1,2,2,NA,NA,2,110300050402,1,640,0.25,15000,60000,9.61587214452889,0.22314355131421,2010
1103000504,1,3,2,NA,NA,2,110300050402,1,620,0.100000001490116,0,0,0,0.0953101811589757,2010
1103000504,2,3,1,2,NA,1,110300050401,0,620,0.0500000007450581,0,0,0,0.0487901648790111,2010
1103000504,2,2,1,2,NA,1,110300050401,0,810,0.200000002980232,36000,179999.997317791,10.4913019948302,0.182321559277481,2010
1103000504,2,2,1,2,NA,1,110300050401,0,744,0.200000002980232,3500,17499.9997392297,8.16080392095467,0.182321559277481,2010
1103000504,2,1,2,NA,NA,2,110300050402,1,630,0.200000002980232,0,0,0,0.182321559277481,2010
1103000505,21,1,1,NA,NA,1,110300050501,0,130,0.200000002980232,12000,59999.9991059304,9.39274525863144,0.182321559277481,2010
1103000507,1,2,1,2,3,1,110300050701,0,620,0.129999995231628,0,0,0,0.122217628504451,2010
1103000507,2,1,1,2,3,1,110300050701,0,130,0.25,21000,84000,9.95232533461943,0.22314355131421,2010
1103000507,2,1,1,2,3,1,110300050701,0,210,0.25,45000,180000,10.7144399907278,0.22314355131421,2010
1103000507,1,1,1,2,3,1,110300050701,0,741,0.75,0,0,0,0.559615787935423,2010
1103000507,1,1,1,2,3,1,110300050701,0,640,0.75,0,0,0,0.559615787935423,2010
1103000507,1,1,1,2,3,1,110300050701,0,630,0.75,60000,80000,11.002116507732,0.559615787935423,2010
1103000507,1,1,1,2,3,1,110300050701,0,742,0.75,36000,48000,10.4913019948302,0.559615787935423,2010
1103000507,1,1,1,2,3,1,110300050701,0,810,0.75,15000,20000,9.61587214452889,0.559615787935423,2010
1103000508,1,1,1,3,4,1,110300050801,1,210,0.200000002980232,0,0,0,0.182321559277481,2010
1103000508,1,1,1,3,4,1,110300050801,1,130,0.200000002980232,0,0,0,0.182321559277481,2010
1103000508,1,4,1,3,4,1,110300050801,1,620,0.100000001490116,0,0,0,0.0953101811589757,2010
1103000508,1,2,1,3,4,1,110300050801,1,310,0.200000002980232,0,0,0,0.182321559277481,2010
1103000508,1,2,1,3,4,1,110300050801,1,630,0.200000002980232,0,0,0,0.182321559277481,2010
1103000508,1,3,1,3,4,1,110300050801,1,744,0.200000002980232,0,0,0,0.182321559277481,2010
1103000508,1,3,1,3,4,1,110300050801,1,510,0.200000002980232,15000,74999.998882413,9.61587214452889,0.182321559277481,2010
1103000508,1,3,1,3,4,1,110300050801,1,741,0.300000011920929,0,0,0,0.262364273637436,2010
1103000509,21,1,1,2,NA,1,110300050901,1,620,0.400000005960464,30000,74999.998882413,10.3089859934221,0.336472240878687,2010
1103000509,21,1,1,2,NA,1,110300050901,1,640,0.100000001490116,0,0,0,0.0953101811589757,2010
1103000509,1,1,1,2,4,1,110300050901,1,630,0.5,0,0,0,0.405465108108164,2010
1103000509,1,1,1,2,4,1,110300050901,1,810,0.5,100000,200000,11.5129354649202,0.405465108108164,2010
1103000509,1,2,1,NA,NA,1,110300050901,1,210,0.5,10000,20000,9.21044036697652,0.405465108108164,2010
1103000509,1,2,1,NA,NA,1,110300050901,1,741,0.5,0,0,0,0.405465108108164,2010
1103000510,1,4,1,2,NA,1,110300051001,0,630,0.25,50000,200000,10.8197982842103,0.22314355131421,2010
1103000510,1,6,1,2,NA,1,110300051001,0,210,0.25,5000,20000,8.5173931714189,0.22314355131421,2010
1103000510,1,1,1,2,NA,1,110300051001,0,744,0.5,5000,10000,8.5173931714189,0.405465108108164,2010
1103000510,1,1,1,2,NA,1,110300051001,0,810,0.5,65000,130000,11.0821579333748,0.405465108108164,2010
1103000510,1,1,1,2,NA,1,110300051001,0,742,0.5,30000,60000,10.3089859934221,0.405465108108164,2010
1103000510,1,8,2,NA,NA,2,110300051002,1,130,0.100000001490116,15000,149999.997764826,9.61587214452889,0.0953101811589757,2010
1103000510,1,5,2,NA,NA,2,110300051002,1,620,0.25,12000,48000,9.39274525863144,0.22314355131421,2010
1103000510,1,3,1,2,NA,1,110300051001,0,640,0.25,36000,144000,10.4913019948302,0.22314355131421,2010
1103000510,1,2,1,2,NA,1,110300051001,0,741,0.5,240000,480000,12.3883983689821,0.405465108108164,2010
1103000510,1,7,2,NA,NA,2,110300051002,1,310,0.200000002980232,10000,49999.999254942,9.21044036697652,0.182321559277481,2010
1103000703,21,1,2,3,4,2,110300070302,1,210,1,18000,18000,9.7981825908907,0.693147180559945,2010
1103000703,21,1,2,3,4,2,110300070302,1,630,1,0,0,0,0.693147180559945,2010
1103000703,21,1,2,3,4,2,110300070302,1,130,1,0,0,0,0.693147180559945,2010
1103000704,2,1,1,NA,NA,1,110300070401,0,741,1,300000,300000,12.6115410869661,0.693147180559945,2010
1103000704,1,1,1,NA,NA,1,110300070401,0,741,2.5,500000,200000,13.1223653774023,1.25276296849537,2010
1103000704,21,1,1,2,NA,1,110300070401,0,210,1.5,241000,160666.666666667,12.3925563618418,0.916290731874155,2010
1103000704,21,1,1,2,NA,1,110300070401,0,130,1.5,125000,83333.3333333333,11.7360770162524,0.916290731874155,2010
1103000705,1,1,NA,2,NA,2,110300070502,1,630,3,48000,16000,10.7789771230064,1.38629436111989,2010
1103000705,1,1,NA,2,NA,2,110300070502,1,130,3,30000,10000,10.3089859934221,1.38629436111989,2010
1103000705,1,1,NA,2,NA,2,110300070502,1,741,3,0,0,0,1.38629436111989,2010
1103000705,1,1,NA,2,NA,2,110300070502,1,610,3,160000,53333.3333333333,11.9829353441964,1.38629436111989,2010
1103000705,21,1,1,2,NA,1,110300070501,0,610,2.5,100000,40000,11.5129354649202,1.25276296849537,2010
1103000705,21,1,1,2,NA,1,110300070501,0,130,2.5,140000,56000,11.8494048444231,1.25276296849537,2010
1103000705,21,1,1,2,NA,1,110300070501,0,410,2.5,280000,112000,12.5425484535736,1.25276296849537,2010
1103000708,21,2,2,1,NA,2,110300070802,1,741,35,288000,8228.57142857143,12.5707192313343,3.58351893845611,2010
1103000708,21,1,2,1,NA,2,110300070802,1,630,1,0,0,0,0.693147180559945,2010
1103000708,21,1,2,1,NA,2,110300070802,1,210,1,400000,400000,12.899222326087,0.693147180559945,2010
1103000708,21,1,2,1,NA,2,110300070802,1,130,1,90000,90000,11.4075760603618,0.693147180559945,2010
1103000708,1,1,1,2,NA,1,110300070801,0,130,0.75,80000,106666.666666667,11.2897944135779,0.559615787935423,2010
1103000708,1,1,1,2,NA,1,110300070801,0,210,0.75,420000,560000,12.9480123712091,0.559615787935423,2010
1103000710,1,1,1,2,NA,1,110300071001,0,810,0.400000005960464,0,0,0,0.336472240878687,2010
1103000710,1,1,1,2,NA,1,110300071001,0,741,0.400000005960464,0,0,0,0.336472240878687,2010
1103000710,1,1,1,2,NA,1,110300071001,0,210,0.400000005960464,0,0,0,0.336472240878687,2010
1103000710,1,1,1,2,NA,1,110300071001,0,630,0.400000005960464,0,0,0,0.336472240878687,2010
1103000710,21,1,1,2,NA,1,110300071001,0,210,2.40000009536743,0,0,0,1.22377545967136,2010
1103000710,21,1,1,2,NA,1,110300071001,0,130,2.40000009536743,0,0,0,1.22377545967136,2010
1103000710,22,2,1,2,NA,1,110300071001,0,141,0.300000011920929,0,0,0,0.262364273637436,2010
1103000710,22,1,1,2,NA,1,110300071001,0,130,0.5,0,0,0,0.405465108108164,2010
1103000710,22,1,1,2,NA,1,110300071001,0,210,0.5,0,0,0,0.405465108108164,2010
1103000901,1,1,NA,2,3,2,110300090102,1,130,0.25,0,0,0,0.22314355131421,2010
1103000901,2,1,2,3,NA,2,110300090102,1,741,1,0,0,0,0.693147180559945,2010
1103000901,2,1,2,3,NA,2,110300090102,1,630,1,0,0,0,0.693147180559945,2010
1103000901,1,2,NA,2,3,2,110300090102,1,741,0.25,0,0,0,0.22314355131421,2010
1103000902,1,1,1,2,5,1,110300090201,0,741,1.5,140000,93333.3333333333,11.8494048444231,0.916290731874155,2010
1103000902,1,1,1,2,5,1,110300090201,0,640,1.5,0,0,0,0.916290731874155,2010
1103000902,1,3,1,2,5,1,110300090201,0,141,0.100000001490116,0,0,0,0.0953101811589757,2010
1103000902,1,2,1,2,5,1,110300090201,0,210,0.5,0,0,0,0.405465108108164,2010
1103000903,1,4,1,NA,NA,1,110300090301,0,130,0.25,3000,12000,8.00670084544037,0.22314355131421,2010
1103000903,1,4,1,NA,NA,1,110300090301,0,210,0.25,0,0,0,0.22314355131421,2010
1103000903,1,2,1,NA,NA,1,110300090301,0,630,1,0,0,0,0.693147180559945,2010
1103000903,1,1,1,NA,NA,1,110300090301,0,741,1,36000,36000,10.4913019948302,0.693147180559945,2010
1103000903,1,1,1,NA,NA,1,110300090301,0,744,1,0,0,0,0.693147180559945,2010
1103000903,1,1,1,NA,NA,1,110300090301,0,450,1,0,0,0,0.693147180559945,2010
1103000903,1,1,1,NA,NA,1,110300090301,0,810,1,1400,1400,7.24494154633701,0.693147180559945,2010
1103000904,1,3,1,NA,NA,1,110300090401,1,141,0.200000002980232,0,0,0,0.182321559277481,2010
1103000904,1,6,1,NA,NA,1,110300090401,1,130,0.100000001490116,0,0,0,0.0953101811589757,2010
1103000904,1,6,1,NA,NA,1,110300090401,1,210,0.100000001490116,0,0,0,0.0953101811589757,2010
1103000904,1,5,1,NA,NA,1,110300090401,1,620,0.100000001490116,0,0,0,0.0953101811589757,2010
1103000904,1,4,1,NA,NA,1,110300090401,1,210,0.200000002980232,0,0,0,0.182321559277481,2010
1103000904,1,4,1,NA,NA,1,110300090401,1,630,0.200000002980232,0,0,0,0.182321559277481,2010
1103000904,1,1,1,NA,NA,1,110300090401,1,640,0.5,0,0,0,0.405465108108164,2010
1103000904,1,1,1,NA,NA,1,110300090401,1,741,0.5,0,0,0,0.405465108108164,2010
