"HHID","parcelID","pltid","PID","female","cropID","s4aq07","s5aq08_1","yield","lnvalue","lnarea"
"3a0b8d6cdee24c1998f7763da49e06ca",1,1,1,1,210,0.25,0,0,0,0.22314355131421
"3a0b8d6cdee24c1998f7763da49e06ca",2,1,1,1,130,0.18,0,0,0,0.165514438477573
"3a5ff7fbc4804c359b81467f3ce2949f",3,0,2,1,141,0.25,0,0,0,0.22314355131421
"3a5ff7fbc4804c359b81467f3ce2949f",4,1,2,1,310,0.25,0,0,0,0.22314355131421
"3a5ff7fbc4804c359b81467f3ce2949f",5,1,2,1,630,0.5,0,0,0,0.405465108108164
"3a5ff7fbc4804c359b81467f3ce2949f",6,1,2,1,620,0.25,0,0,0,0.22314355131421
"3a5ff7fbc4804c359b81467f3ce2949f",7,1,2,1,741,0.5,0,0,0,0.405465108108164
"3a5ff7fbc4804c359b81467f3ce2949f",8,1,2,1,130,2.5,0,0,0,1.25276296849537
"3a79d4174ebf43b4b783108f54d0231b",1,0,1,0,120,2,1400000,700000,14.1519835088709,1.09861228866811
"3a79d4174ebf43b4b783108f54d0231b",1,1,1,0,150,1,0,0,0,0.693147180559945
"3a89b9c182ff4e90a0e05e12162a5d56",1,1,1,1,630,2,0,0,0,1.09861228866811
"3a89b9c182ff4e90a0e05e12162a5d56",2,0,1,1,130,0.75,5000,6666.66666666667,8.5173931714189,0.559615787935423
"3a89b9c182ff4e90a0e05e12162a5d56",2,0,1,1,210,0.75,0,0,0,0.559615787935423
"3af1dbbc2d334e91b1857faade90d0b1",1,1,1,0,744,0.25,0,0,0,0.22314355131421
"3af922a9250b403a98d7efce390bb840",1,1,1,1,210,0.25,0,0,0,0.22314355131421
"3af922a9250b403a98d7efce390bb840",1,2,1,1,620,0.5,0,0,0,0.405465108108164
"3af922a9250b403a98d7efce390bb840",1,3,1,1,130,0.25,0,0,0,0.22314355131421
"3af922a9250b403a98d7efce390bb840",1,4,1,1,741,1,0,0,0,0.693147180559945
"3af922a9250b403a98d7efce390bb840",1,5,1,1,742,1.5,270000,180000,12.5061809416774,0.916290731874155
"3af922a9250b403a98d7efce390bb840",1,6,1,1,610,0.25,0,0,0,0.22314355131421
"3b27db69024a47d190143404f18a0cdc",1,1,1,1,741,0.2,120000,600000,11.6952553550628,0.182321556793955
"3b27db69024a47d190143404f18a0cdc",2,1,1,1,141,0.2,0,0,0,0.182321556793955
"3b27db69024a47d190143404f18a0cdc",2,2,1,1,310,0.2,250000,1250000,12.4292201968364,0.182321556793955
"3b4c9e74213b4746ab743a45cbdec108",1,1,1,1,630,1,300000,300000,12.6115410869661,0.693147180559945
"3b771e3b521147a78aabfe4f41a1ce88",1,0,1,1,742,0.25,147000,588000,11.8981946684588,0.22314355131421
"3b771e3b521147a78aabfe4f41a1ce88",2,0,1,1,141,0.25,0,0,0,0.22314355131421
"3b771e3b521147a78aabfe4f41a1ce88",3,0,1,1,222,0.2,0,0,0,0.182321556793955
"3b771e3b521147a78aabfe4f41a1ce88",4,0,1,1,210,0.5,0,0,0,0.405465108108164
"3b771e3b521147a78aabfe4f41a1ce88",4,0,1,1,630,0.5,0,0,0,0.405465108108164
"3b771e3b521147a78aabfe4f41a1ce88",5,1,1,1,741,30,0,0,0,3.43398720448515
"3b7afc735dd7443cbf62384ac0da9184",1,1,1,1,741,0.2,350000,1750000,12.7656912906044,0.182321556793955
"3b7afc735dd7443cbf62384ac0da9184",2,0,1,1,741,0.25,320000,1280000,12.676079399771,0.22314355131421
"3b7afc735dd7443cbf62384ac0da9184",2,1,1,1,130,0.25,0,0,0,0.22314355131421
"3b7afc735dd7443cbf62384ac0da9184",2,1,1,1,210,0.25,0,0,0,0.22314355131421
"3b7afc735dd7443cbf62384ac0da9184",3,0,1,1,410,0.25,180000,720000,12.1007176854125,0.22314355131421
"3b8bcb63695846fb8f842e485a129d7a",1,0,1,1,460,0.5,0,0,0,0.405465108108164
"3bdd09d144684fb28754b1454f41fc8c",1,1,1,0,741,0.5,300000,600000,12.6115410869661,0.405465108108164
"3bdd09d144684fb28754b1454f41fc8c",3,1,2,1,141,1,0,0,0,0.693147180559945
"3bfbd631e58c4c448e1cff3de710dfc6",1,1,2,0,620,0.5,0,0,0,0.405465108108164
"3bfbd631e58c4c448e1cff3de710dfc6",2,1,2,0,150,0.5,0,0,0,0.405465108108164
"3c8ba24344824d54b6c1f0333c65ca86",3,1,2,1,130,0.25,0,0,0,0.22314355131421
"3c8ba24344824d54b6c1f0333c65ca86",3,1,2,1,741,0.25,0,0,0,0.22314355131421
"3cb01afeecc743ea8ccf3e8a7ee4afb3",1,1,1,1,150,0.3,0,0,0,0.262364264467491
"3cb01afeecc743ea8ccf3e8a7ee4afb3",2,1,1,1,150,0.18,0,0,0,0.165514438477573
"3cb01afeecc743ea8ccf3e8a7ee4afb3",2,2,1,1,210,0.12,0,0,0,0.113328685307003
"3d2bf2ca3517452498a4f93b3fa712f1",1,1,2,1,620,0.5,0,0,0,0.405465108108164
"3d2bf2ca3517452498a4f93b3fa712f1",1,2,2,1,221,1,100000,100000,11.5129354649202,0.693147180559945
"3d633012f62f4a1693b032bb87573c1e",1,0,1,1,130,0.2,0,0,0,0.182321556793955
"3d633012f62f4a1693b032bb87573c1e",1,0,1,1,141,0.2,102000,510000,11.5327378961399,0.182321556793955
"3d633012f62f4a1693b032bb87573c1e",2,0,1,1,130,0.75,0,0,0,0.559615787935423
"3d633012f62f4a1693b032bb87573c1e",2,0,1,1,141,0.75,225000,300000,12.3238601256211,0.559615787935423
"3d633012f62f4a1693b032bb87573c1e",2,0,1,1,630,0.75,80000,106666.666666667,11.2897944135779,0.559615787935423
"3dc7ce254b7f40b3b8ad153adf1d07a5",1,0,1,1,150,0.85,125000,147058.823529412,11.7360770162524,0.615185639090233
"3dc7ce254b7f40b3b8ad153adf1d07a5",2,0,1,1,150,0.65,0,0,0,0.500775287912489
"3dd29de6cc6743fcaf101aeeef9dc8da",1,1,2,1,130,0.5,0,0,0,0.405465108108164
"3dd29de6cc6743fcaf101aeeef9dc8da",1,1,2,1,210,0.5,0,0,0,0.405465108108164
"3dd29de6cc6743fcaf101aeeef9dc8da",1,1,2,1,810,0.5,100000,200000,11.5129354649202,0.405465108108164
"3dd29de6cc6743fcaf101aeeef9dc8da",1,3,2,1,310,0.2,0,0,0,0.182321556793955
"3dd29de6cc6743fcaf101aeeef9dc8da",1,4,2,1,610,0.2,0,0,0,0.182321556793955
"3e0836777f5a495e9722b4ef679c327a",1,1,1,1,130,0.25,0,0,0,0.22314355131421
"3e0836777f5a495e9722b4ef679c327a",1,1,1,1,210,0.25,0,0,0,0.22314355131421
"3e0836777f5a495e9722b4ef679c327a",1,1,1,1,741,0.25,0,0,0,0.22314355131421
"3e0836777f5a495e9722b4ef679c327a",1,1,1,1,744,0.25,75000,300000,11.2252567257629,0.22314355131421
"3e0836777f5a495e9722b4ef679c327a",1,1,1,1,810,0.25,187500,750000,12.1415394577117,0.22314355131421
"3e27af60ec544b95b905a8859d6d0382",1,1,2,1,130,1,0,0,0,0.693147180559945
"3e27af60ec544b95b905a8859d6d0382",2,1,1,0,630,0.7,0,0,0,0.53062825106217
"3e3d3430f77540709618ff463bc590bd",1,3,2,0,120,0.5,350000,700000,12.7656912906044,0.405465108108164
"3e4c1cb508fe44b4b5898195d7bc941f",1,1,5,1,620,0.25,0,0,0,0.22314355131421
"3e4c1cb508fe44b4b5898195d7bc941f",2,1,2,1,741,0.3,0,0,0,0.262364264467491
"3e4c1cb508fe44b4b5898195d7bc941f",4,1,2,1,320,0.25,20000,80000,9.90353755128617,0.22314355131421
"3e6938ba187e4efb9e39e7b758d9ebfb",1,0,1,1,630,0.5,0,0,0,0.405465108108164
"3e9db702e60b4f03a8cdd827cd6a5d13",1,0,2,1,150,1,0,0,0,0.693147180559945
"3e9db702e60b4f03a8cdd827cd6a5d13",2,0,2,1,130,2,0,0,0,1.09861228866811
"3e9db702e60b4f03a8cdd827cd6a5d13",2,0,2,1,150,2,0,0,0,1.09861228866811
"3f39cc086d5f4cd383549baf15963bec",2,1,1,1,440,0.25,75000,300000,11.2252567257629,0.22314355131421
"3f64e9dd8a444868825b5197a195a6eb",1,2,1,0,130,1,0,0,0,0.693147180559945
"403c3e615b9044009f147033aa97dc0f",1,0,1,1,741,0.5,200000,400000,12.2060776455177,0.405465108108164
"403c3e615b9044009f147033aa97dc0f",1,1,1,1,610,0.12,0,0,0,0.113328685307003
"403c3e615b9044009f147033aa97dc0f",1,1,1,1,630,0.12,240000,2000000,12.3883983689821,0.113328685307003
"403c3e615b9044009f147033aa97dc0f",1,2,1,1,440,0.12,0,0,0,0.113328685307003
"403c3e615b9044009f147033aa97dc0f",1,3,1,1,210,0.25,0,0,0,0.22314355131421
"403c3e615b9044009f147033aa97dc0f",1,5,1,1,620,0.12,90000,750000,11.4075760603618,0.113328685307003
"403c3e615b9044009f147033aa97dc0f",1,6,1,1,310,0.02,0,0,0,0.0198026272961797
"4074d14cddb64a649e69a08c760028a9",1,1,1,0,310,1,210000,210000,12.254867571593,0.693147180559945
"40962e7d98c44c6aa00b36690238acb2",1,1,1,0,210,0.75,52000,69333.3333333333,10.8590182281479,0.559615787935423
"40962e7d98c44c6aa00b36690238acb2",1,2,1,0,150,0.5,0,0,0,0.405465108108164
"40962e7d98c44c6aa00b36690238acb2",1,3,1,0,310,0.5,0,0,0,0.405465108108164
"40962e7d98c44c6aa00b36690238acb2",2,1,1,0,620,0.5,0,0,0,0.405465108108164
"40962e7d98c44c6aa00b36690238acb2",2,2,1,0,150,0.25,0,0,0,0.22314355131421
"40a81ad95c0146408ed50a768977f610",1,1,1,1,150,0.18,0,0,0,0.165514438477573
"40a81ad95c0146408ed50a768977f610",2,1,1,1,630,0.25,0,0,0,0.22314355131421
"40a81ad95c0146408ed50a768977f610",2,3,1,1,620,0.12,0,0,0,0.113328685307003
"40d651d26aa4403ca40fd52713d38ab2",3,1,1,1,130,0.25,0,0,0,0.22314355131421
"40d651d26aa4403ca40fd52713d38ab2",3,1,1,1,210,0.25,0,0,0,0.22314355131421
"40d7b4caf61141c283c28cfc781b6434",2,1,5,1,620,0.25,0,0,0,0.22314355131421
"41104a79c99f49ac83df63ff521ab038",1,1,2,1,130,0.5,0,0,0,0.405465108108164
"41104a79c99f49ac83df63ff521ab038",1,1,2,1,210,0.5,0,0,0,0.405465108108164
"41104a79c99f49ac83df63ff521ab038",1,1,2,1,741,0.5,0,0,0,0.405465108108164
"41104a79c99f49ac83df63ff521ab038",1,2,2,1,620,0.35,0,0,0,0.300104592450338
"41104a79c99f49ac83df63ff521ab038",1,2,2,1,741,0.35,0,0,0,0.300104592450338
"41104a79c99f49ac83df63ff521ab038",1,4,2,1,340,0.15,0,0,0,0.139761942375159
"41e2ca525f8c47bb8ed1cd9fc94325f1",0,1,1,1,210,0.25,0,0,0,0.22314355131421
"425acd0ee25546709a5686553b3b56cd",1,0,1,0,130,0.9,70000,77777.7777777778,11.1562648066437,0.641853886172395
"425acd0ee25546709a5686553b3b56cd",1,0,1,0,210,0.9,0,0,0,0.641853886172395
"425acd0ee25546709a5686553b3b56cd",1,0,1,0,741,0.9,420000,466666.666666667,12.9480123712091,0.641853886172395
"428fa9e59dac4f5e8644b24a1530beed",2,1,7,1,620,0.6,70000,116666.666666667,11.1562648066437,0.470003629245736
"42ba387b8cfe40ba9ea70061853db882",1,1,2,1,130,2,0,0,0,1.09861228866811
"42ba387b8cfe40ba9ea70061853db882",1,1,2,1,210,2,0,0,0,1.09861228866811
"42ba387b8cfe40ba9ea70061853db882",1,1,2,1,741,2,450000,225000,13.0170050839663,1.09861228866811
"42ba387b8cfe40ba9ea70061853db882",1,2,2,1,610,0.5,36000,72000,10.4913019948302,0.405465108108164
"42ba387b8cfe40ba9ea70061853db882",2,1,2,1,630,0.5,0,0,0,0.405465108108164
"42c2a82d6c0741bba303cc2db4f764f9",1,1,1,1,742,0.15,4800,32000,8.47657950853094,0.139761942375159
"42c9e36335c245eda502a8e28a73aac9",1,1,1,1,741,0.2,0,0,0,0.182321556793955
"43001ca4b9d9497b8e5fde162eaae64b",1,1,2,0,741,0.25,0,0,0,0.22314355131421
"43001ca4b9d9497b8e5fde162eaae64b",1,1,2,0,810,0.25,180000,720000,12.1007176854125,0.22314355131421
"43001ca4b9d9497b8e5fde162eaae64b",2,1,3,1,210,0.5,90000,180000,11.4075760603618,0.405465108108164
"43001ca4b9d9497b8e5fde162eaae64b",2,4,3,1,130,0.5,0,0,0,0.405465108108164
"43001ca4b9d9497b8e5fde162eaae64b",3,2,3,1,210,0.5,260000,520000,12.4684407561441,0.405465108108164
"43501f8834394ce1a21b2c4e6f422a54",1,1,4,1,741,0.75,400000,533333.333333333,12.899222326087,0.559615787935423
"436d5a4853f24a4c896bd405a221f328",1,1,2,1,150,0.25,0,0,0,0.22314355131421
"437cdf4cefbd47208506638b5430432d",4,1,1,1,130,0.25,0,0,0,0.22314355131421
"437cdf4cefbd47208506638b5430432d",4,1,1,1,210,0.25,0,0,0,0.22314355131421
"437cdf4cefbd47208506638b5430432d",5,1,1,1,130,0.5,0,0,0,0.405465108108164
"437cdf4cefbd47208506638b5430432d",5,1,1,1,210,0.5,0,0,0,0.405465108108164
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,1,1,1,741,1,20000,20000,9.90353755128617,0.693147180559945
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,2,1,1,130,0.9,0,0,0,0.641853886172395
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,2,1,1,210,0.9,0,0,0,0.641853886172395
"43ea7d5ebdb74fc2a098bd70c4caa58d",1,3,1,1,610,0.1,0,0,0,0.0953101798043249
"43f5ac4b06af4615bab925b452355111",1,1,1,1,210,0.5,0,0,0,0.405465108108164
"43f5ac4b06af4615bab925b452355111",2,1,1,1,130,0.8,0,0,0,0.587786664902119
"43f5ac4b06af4615bab925b452355111",2,1,1,1,210,0.8,35000,43750,10.463131911492,0.587786664902119
"441cda37b3414e07a6593efba2c48717",2,1,2,1,141,0.25,60000,240000,11.002116507732,0.22314355131421
"4420e0e33301401ea321282980ad9272",1,1,1,1,210,0.25,0,0,0,0.22314355131421
"4420e0e33301401ea321282980ad9272",2,0,1,1,741,0.6,180000,300000,12.1007176854125,0.470003629245736
"444e4e1912d64acda005a645ac29d20e",1,1,1,0,741,1,960000,960000,13.7746896051101,0.693147180559945
"447a3e73ca7a4e37918f822ffa425a16",1,1,1,1,130,0.3,0,0,0,0.262364264467491
"447a3e73ca7a4e37918f822ffa425a16",1,1,1,1,210,0.3,0,0,0,0.262364264467491
"447a3e73ca7a4e37918f822ffa425a16",1,1,1,1,630,0.3,0,0,0,0.262364264467491
"447a3e73ca7a4e37918f822ffa425a16",1,1,1,1,741,0.3,0,0,0,0.262364264467491
"44b50c08f9bd4898a926473fba467d91",1,1,1,1,210,0.5,0,0,0,0.405465108108164
"44b50c08f9bd4898a926473fba467d91",1,2,1,1,310,0.5,48000,96000,10.7789771230064,0.405465108108164
"44fae2260208482594b1e35af2c87624",1,0,1,1,610,0.5,500000,1000000,13.1223653774023,0.405465108108164
"44fae2260208482594b1e35af2c87624",1,0,1,1,810,0.5,77000,154000,11.2515736877645,0.405465108108164
"44fae2260208482594b1e35af2c87624",4,0,1,1,141,0.25,50000,200000,10.8197982842103,0.22314355131421
"44fae2260208482594b1e35af2c87624",4,1,1,1,130,0.5,240000,480000,12.3883983689821,0.405465108108164
"450bc474b7504eabab56b5d6ccaac417",1,1,1,0,130,0.25,7000,28000,8.8538082749772,0.22314355131421
"450bc474b7504eabab56b5d6ccaac417",1,1,1,0,210,0.25,0,0,0,0.22314355131421
"450bc474b7504eabab56b5d6ccaac417",1,1,1,0,530,0.25,20000,80000,9.90353755128617,0.22314355131421
"452b8abf16324dc0a9f0bd2374eccbae",1,1,1,0,340,1,0,0,0,0.693147180559945
"452b8abf16324dc0a9f0bd2374eccbae",2,1,1,0,340,2,324000,162000,12.6885018811895,1.09861228866811
"452b8abf16324dc0a9f0bd2374eccbae",3,1,2,1,320,2,135000,67500,11.8130374648005,1.09861228866811
"456103859120412ba80e3e5d4c19890d",4,1,1,0,210,1,30000,30000,10.3089859934221,0.693147180559945
"456103859120412ba80e3e5d4c19890d",4,1,1,0,741,1,90000,90000,11.4075760603618,0.693147180559945
"456103859120412ba80e3e5d4c19890d",4,1,1,0,810,1,40000,40000,10.5966597327836,0.693147180559945
"456c4b5334b2497195b10c1285eb9ff6",1,1,1,1,150,0.12,0,0,0,0.113328685307003
"4598bcd95ee3428b98fdbb4bf4bf0831",1,1,3,1,810,0.47,168000,357446.808510638,12.0317252107486,0.385262400790645
"4598bcd95ee3428b98fdbb4bf4bf0831",1,2,3,1,210,0.25,0,0,0,0.22314355131421
"4598bcd95ee3428b98fdbb4bf4bf0831",1,2,3,1,310,0.25,30000,120000,10.3089859934221,0.22314355131421
"45e2ee95fc5d43209952a116c1df9f91",1,0,1,1,130,3,0,0,0,1.38629436111989
"45e2ee95fc5d43209952a116c1df9f91",1,0,1,1,210,3,0,0,0,1.38629436111989
"45e2ee95fc5d43209952a116c1df9f91",1,1,1,1,620,0.07,0,0,0,0.0676586484738149
"46235a9f1237490b8d6433136a08bd86",1,1,1,0,340,1,250000,250000,12.4292201968364,0.693147180559945
"4671909a9d8f4687a430a852704fb0c3",1,1,1,1,223,0.32,0,0,0,0.27763173659828
"4671909a9d8f4687a430a852704fb0c3",2,1,1,1,630,0.35,0,0,0,0.300104592450338
"467b429b385f4d04961c022a0ca0a6a8",1,1,5,0,741,0.13,0,0,0,0.122217632724249
"46c178409da54f979ef66829c18f853a",1,1,2,1,130,0.5,0,0,0,0.405465108108164
"46c178409da54f979ef66829c18f853a",1,1,2,1,210,0.5,0,0,0,0.405465108108164
"46c178409da54f979ef66829c18f853a",1,1,2,1,630,0.5,0,0,0,0.405465108108164
"46c178409da54f979ef66829c18f853a",1,2,2,1,130,1,1430000,1430000,14.1731857015365,0.693147180559945
"46c178409da54f979ef66829c18f853a",1,3,2,1,741,0.25,0,0,0,0.22314355131421
"46c178409da54f979ef66829c18f853a",1,4,2,1,310,0.25,0,0,0,0.22314355131421
"46c178409da54f979ef66829c18f853a",1,5,2,1,620,0.25,0,0,0,0.22314355131421
"46c178409da54f979ef66829c18f853a",1,6,3,0,130,0.5,168000,336000,12.0317252107486,0.405465108108164
"46c75559ccb44ebf89eedefa432db56f",1,1,2,0,741,1,1800000,1800000,14.4032977784218,0.693147180559945
"46c75559ccb44ebf89eedefa432db56f",1,2,2,0,420,0.25,500000,2000000,13.1223653774023,0.22314355131421
"4705b49e9d2943b4a56d90016672e079",2,1,2,1,210,1,0,0,0,0.693147180559945
"4705b49e9d2943b4a56d90016672e079",3,1,2,1,210,0.5,0,0,0,0.405465108108164
"471d44ec2f89422e90c75f16e4bbe19f",1,1,2,1,150,1,15000,15000,9.61587214452889,0.693147180559945
"47b0ebb1f9cd4d988a684982758920f8",1,4,2,1,141,1,0,0,0,0.693147180559945
"47b0ebb1f9cd4d988a684982758920f8",1,5,2,1,610,0.5,0,0,0,0.405465108108164
"47b0ebb1f9cd4d988a684982758920f8",1,6,2,1,620,0.5,0,0,0,0.405465108108164
"47d69bd96a9d4f9997891303469af8a6",1,0,1,0,210,1,560000,560000,13.235693848424,0.693147180559945
"47d69bd96a9d4f9997891303469af8a6",1,0,1,0,741,1,21000,21000,9.95232533461943,0.693147180559945
"47d69bd96a9d4f9997891303469af8a6",1,0,1,0,744,1,0,0,0,0.693147180559945
"486739652807472c83803fc4a0273b73",1,0,2,1,741,0.25,0,0,0,0.22314355131421
"486739652807472c83803fc4a0273b73",1,1,2,1,741,0.75,70000,93333.3333333333,11.1562648066437,0.559615787935423
"486739652807472c83803fc4a0273b73",3,1,2,1,210,0.5,32500,65000,10.3890261370752,0.405465108108164
"486739652807472c83803fc4a0273b73",4,1,2,1,210,0.25,0,0,0,0.22314355131421
"4944e273d5224ecdb7bfabac6441bda8",1,2,2,0,150,1.5,0,0,0,0.916290731874155
"4944e273d5224ecdb7bfabac6441bda8",2,1,4,1,340,1,0,0,0,0.693147180559945
"4944e273d5224ecdb7bfabac6441bda8",2,2,2,0,150,0.5,0,0,0,0.405465108108164
"4944e273d5224ecdb7bfabac6441bda8",2,3,2,0,630,0.5,120000,240000,11.6952553550628,0.405465108108164
"4944e273d5224ecdb7bfabac6441bda8",3,2,2,0,310,1,300000,300000,12.6115410869661,0.693147180559945
"4944e273d5224ecdb7bfabac6441bda8",4,1,1,0,224,1,0,0,0,0.693147180559945
"49ffe9db313841a5be70e937c58619b4",1,1,2,0,130,0.25,0,0,0,0.22314355131421
"49ffe9db313841a5be70e937c58619b4",1,2,2,0,210,0.25,0,0,0,0.22314355131421
"49ffe9db313841a5be70e937c58619b4",2,1,2,0,210,0.25,40000,160000,10.5966597327836,0.22314355131421
"49ffe9db313841a5be70e937c58619b4",4,1,2,0,741,0.25,185000,740000,12.1281165094513,0.22314355131421
"49ffe9db313841a5be70e937c58619b4",4,1,2,0,744,0.25,90000,360000,11.4075760603618,0.22314355131421
"4a13642fc2fd47cba3c3707c86ccfc73",1,2,1,0,310,0.5,180000,360000,12.1007176854125,0.405465108108164
"4a13642fc2fd47cba3c3707c86ccfc73",1,3,1,0,130,0.5,0,0,0,0.405465108108164
"4a13642fc2fd47cba3c3707c86ccfc73",2,1,1,0,130,1.5,0,0,0,0.916290731874155
"4a13642fc2fd47cba3c3707c86ccfc73",2,1,1,0,210,1.5,0,0,0,0.916290731874155
"4a13642fc2fd47cba3c3707c86ccfc73",2,2,1,0,520,1.5,300000,200000,12.6115410869661,0.916290731874155
"4aa06d915f29416d9557ae8ed0e9360c",1,1,2,1,330,1,51000,51000,10.8396005193574,0.693147180559945
"4aefb5316fe7419f9790a44832cf80fd",1,1,3,1,130,0.5,20000,40000,9.90353755128617,0.405465108108164
"4aefb5316fe7419f9790a44832cf80fd",1,1,3,1,210,0.5,0,0,0,0.405465108108164
"4aefb5316fe7419f9790a44832cf80fd",1,2,3,1,610,0.2,0,0,0,0.182321556793955
"4b4e8f3514bb4e5a85b262793b999aef",1,1,2,1,741,0.5,150000,300000,11.9183972397228,0.405465108108164
"4b4e8f3514bb4e5a85b262793b999aef",1,2,2,1,470,0.3,90000,300000,11.4075760603618,0.262364264467491
"4b63cfc4610041c5a3a9138e7df0ecd0",1,1,2,0,210,0.55,80000,145454.545454545,11.2897944135779,0.438254930931155
"4b63cfc4610041c5a3a9138e7df0ecd0",1,1,2,0,741,0.55,210000,381818.181818182,12.254867571593,0.438254930931155
"4be8baf668ed4356bd768021e74a90b6",1,1,1,0,741,0.24,0,0,0,0.215111379616945
"4c1c1d6d95a4499d8286fe7809bb58d5",1,0,1,1,150,1.5,0,0,0,0.916290731874155
"4c1c1d6d95a4499d8286fe7809bb58d5",1,1,1,1,310,0.5,0,0,0,0.405465108108164
"4c1c1d6d95a4499d8286fe7809bb58d5",1,2,1,1,221,1,50000,50000,10.8197982842103,0.693147180559945
"4c1c1d6d95a4499d8286fe7809bb58d5",2,0,1,1,210,1,0,0,0,0.693147180559945
"4c96190563cd4b59b16f51d95a6450cd",1,2,2,1,130,0.5,0,0,0,0.405465108108164
"4c96190563cd4b59b16f51d95a6450cd",1,2,2,1,210,0.5,0,0,0,0.405465108108164
"4cb73bf76bd644aba3f63de07c13a811",1,3,1,0,310,0.5,700000,1400000,13.458837042596,0.405465108108164
"4cfc17444f5347f2b63940f96adcfdff",1,1,1,1,130,1,0,0,0,0.693147180559945
"4cfc17444f5347f2b63940f96adcfdff",1,1,1,1,210,1,0,0,0,0.693147180559945
"4d28dc5239ff4271ba29f047ba35bb93",1,1,6,1,210,0.15,0,0,0,0.139761942375159
"4d28dc5239ff4271ba29f047ba35bb93",2,1,6,1,310,0.15,0,0,0,0.139761942375159
"4d28dc5239ff4271ba29f047ba35bb93",2,2,6,1,210,0.15,18000,120000,9.7981825908907,0.139761942375159
"4d6a12f04b2a47e7b4a1d854a779755a",4,1,1,1,630,0.15,30000,200000,10.3089859934221,0.139761942375159
"4d97ad6fd2a24b30b9d084a5e753beef",1,1,2,1,130,0.25,0,0,0,0.22314355131421
"4d97ad6fd2a24b30b9d084a5e753beef",1,1,2,1,210,0.25,0,0,0,0.22314355131421
"4d97ad6fd2a24b30b9d084a5e753beef",1,1,2,1,630,0.25,0,0,0,0.22314355131421
"4d97ad6fd2a24b30b9d084a5e753beef",1,1,2,1,741,0.25,0,0,0,0.22314355131421
"4d97ad6fd2a24b30b9d084a5e753beef",2,1,2,1,130,0.25,0,0,0,0.22314355131421
"4d97ad6fd2a24b30b9d084a5e753beef",2,1,2,1,210,0.25,0,0,0,0.22314355131421
"4d97ad6fd2a24b30b9d084a5e753beef",2,2,2,1,620,0.25,0,0,0,0.22314355131421
"4db1230ae2a74d1b9fdcc15e87262b26",1,1,5,0,130,1,0,0,0,0.693147180559945
"4db1230ae2a74d1b9fdcc15e87262b26",1,1,5,0,210,1,0,0,0,0.693147180559945
"4df0393b234448c4a01934c4b561190d",2,1,2,1,130,0.3,0,0,0,0.262364264467491
"4df0393b234448c4a01934c4b561190d",2,1,2,1,210,0.3,0,0,0,0.262364264467491
"4ebb39e6c6d0454bbff9b3db98c8ef56",1,1,1,1,141,0.5,0,0,0,0.405465108108164
"4f2dcc04814146faabcbbfe91f264293",1,1,2,1,150,0.17,0,0,0,0.157003748809665
"4f2dcc04814146faabcbbfe91f264293",1,2,2,1,890,0.04,0,0,0,0.0392207131532813
"4f2dcc04814146faabcbbfe91f264293",2,1,2,1,150,1.25,0,0,0,0.810930216216329
"4f76ba5e16a9441aabf37393c59f70ad",1,1,1,1,130,0.75,0,0,0,0.559615787935423
"4f76ba5e16a9441aabf37393c59f70ad",1,1,1,1,741,0.75,0,0,0,0.559615787935423
"4fe323b06d52415ca709b9bfe2ccd6e4",2,1,1,0,630,0.3,80000,266666.666666667,11.2897944135779,0.262364264467491
"4fefdeb781e14c41b4f9591ce9945099",1,1,2,1,130,1.2,0,0,0,0.78845736036427
"4fefdeb781e14c41b4f9591ce9945099",1,1,2,1,320,1.2,0,0,0,0.78845736036427
"501b616921e04c0eba533adee7de7f01",2,1,2,1,741,0.5,0,0,0,0.405465108108164
"509eb755c5a54c8fad034999b11dee0b",1,0,3,0,520,2,900000,450000,13.7101511534169,1.09861228866811
"509eb755c5a54c8fad034999b11dee0b",1,1,3,0,130,1.5,0,0,0,0.916290731874155
"509eb755c5a54c8fad034999b11dee0b",1,1,3,0,340,1.5,700000,466666.666666667,13.458837042596,0.916290731874155
"509eb755c5a54c8fad034999b11dee0b",1,2,3,0,620,0.2,0,0,0,0.182321556793955
"509eb755c5a54c8fad034999b11dee0b",1,3,3,0,450,0.3,60000,200000,11.002116507732,0.262364264467491
"509eb755c5a54c8fad034999b11dee0b",1,4,3,0,130,1,0,0,0,0.693147180559945
"50a874a48212479f8c449a6c0e61d25a",1,1,1,1,210,0.21,0,0,0,0.19062035960865
"50a874a48212479f8c449a6c0e61d25a",1,1,1,1,741,0.21,168000,800000,12.0317252107486,0.19062035960865
"50a874a48212479f8c449a6c0e61d25a",1,1,1,1,742,0.21,72000,342857.142857143,11.1844352867906,0.19062035960865
"50cfe160f7114ed0a8aa5caf975ab144",1,1,2,1,741,0.98,240000,244897.959183673,12.3883983689821,0.683096844706444
"50cfe160f7114ed0a8aa5caf975ab144",4,1,2,1,141,0.5,60000,120000,11.002116507732,0.405465108108164
"50dc5a07aa6542fbab5b268281a51995",1,1,1,1,210,0.5,0,0,0,0.405465108108164
"50dc5a07aa6542fbab5b268281a51995",1,2,1,1,141,0.5,0,0,0,0.405465108108164
